	x
113	NODE_49418_length_405_cov_31.419890_g34215_i0
114	NODE_83872_length_163_cov_5.408333_g68662_i0
115	NODE_36363_length_745_cov_35.921652_g22634_i0
116	NODE_38619_length_678_cov_1627.598425_g19753_i2
117	NODE_91577_length_150_cov_1.336449_g76367_i0
118	NODE_47247_length_450_cov_5.609337_g32059_i0
119	NODE_46950_length_457_cov_20.620773_g31769_i0
120	NODE_80108_length_171_cov_2.398438_g64898_i0
121	NODE_20686_length_1344_cov_152.255957_g12722_i0
122	NODE_4741_length_2639_cov_77.251926_g3048_i0
123	NODE_12292_length_1830_cov_88.388360_g7717_i0
124	NODE_27120_length_1070_cov_98.341772_g16524_i0
125	NODE_30782_length_931_cov_53.608108_g6291_i1
126	NODE_41783_length_587_cov_9.183824_g26932_i0
127	NODE_97669_length_141_cov_2.551020_g82459_i0
128	NODE_39872_length_641_cov_60.197324_g25338_i0
129	NODE_15569_length_1616_cov_17.412587_g9678_i0
130	NODE_34224_length_814_cov_12.038911_g21092_i0
131	NODE_23902_length_1201_cov_18.417098_g14596_i0
132	NODE_38319_length_687_cov_15.956522_g24109_i0
133	NODE_39967_length_639_cov_7.354027_g25413_i0
134	NODE_8267_length_2170_cov_41.229901_g5246_i1
135	NODE_23021_length_1240_cov_80.115288_g13148_i1
136	NODE_43620_length_539_cov_5.635081_g28568_i0
137	NODE_43738_length_536_cov_13.066937_g28680_i0
138	NODE_19503_length_1404_cov_22.462895_g12018_i0
139	NODE_23125_length_1236_cov_68.280805_g14144_i0
140	NODE_24040_length_1194_cov_28.423979_g12250_i1
141	NODE_22809_length_1251_cov_23.441225_g13958_i0
142	NODE_34677_length_798_cov_10.311258_g21402_i0
143	NODE_18128_length_1476_cov_204.411724_g11022_i1
144	NODE_36793_length_733_cov_17.601449_g22962_i0
145	NODE_21642_length_1303_cov_17.567460_g13282_i0
146	NODE_28486_length_1016_cov_53.426516_g17355_i0
147	NODE_36873_length_730_cov_13.410480_g21401_i1
148	NODE_29406_length_983_cov_145.818085_g16781_i1
149	NODE_17299_length_1521_cov_89.210419_g10726_i0
150	NODE_49068_length_412_cov_52.615176_g33866_i0
151	NODE_23740_length_1210_cov_9.886033_g13620_i1
152	NODE_24028_length_1195_cov_13.297743_g14678_i0
153	NODE_73897_length_190_cov_3.244898_g58687_i0
154	NODE_30964_length_925_cov_95.205215_g18918_i0
155	NODE_22483_length_1265_cov_30.225859_g13778_i0
156	NODE_27121_length_1070_cov_75.594937_g16525_i0
157	NODE_20039_length_1377_cov_44.731634_g12340_i0
158	NODE_23483_length_1221_cov_8.880306_g14343_i0
159	NODE_32585_length_869_cov_9.180387_g19973_i0
160	NODE_86962_length_158_cov_0.817391_g71752_i0
161	NODE_24153_length_1190_cov_13.012206_g14746_i0
162	NODE_30511_length_940_cov_12.037904_g18641_i0
163	NODE_26912_length_1078_cov_42.748792_g16401_i0
164	NODE_89868_length_152_cov_1.880734_g74658_i0
165	NODE_14599_length_1673_cov_16.476074_g9102_i0
166	NODE_10591_length_1960_cov_14.594679_g6677_i0
167	NODE_84484_length_162_cov_2.218487_g69274_i0
168	NODE_41737_length_588_cov_117.455046_g26891_i0
169	NODE_21611_length_1304_cov_26.007137_g8556_i1
170	NODE_32471_length_873_cov_4.608434_g19901_i0
171	NODE_24766_length_1165_cov_25.847594_g15123_i0
172	NODE_34436_length_806_cov_9.007864_g8761_i3
173	NODE_86367_length_159_cov_1.025862_g71157_i0
174	NODE_27880_length_1041_cov_11.251503_g16997_i0
175	NODE_44744_length_511_cov_12.207265_g29616_i0
176	NODE_26568_length_1092_cov_66.653003_g16208_i0
177	NODE_12675_length_1802_cov_17.849346_g7951_i0
178	NODE_29948_length_961_cov_53.302832_g18280_i0
179	NODE_27751_length_1046_cov_13.579262_g16904_i0
180	NODE_34580_length_801_cov_525.944591_g17498_i2
181	NODE_31587_length_903_cov_24.631395_g19318_i0
182	NODE_16015_length_1591_cov_107.546512_g9949_i0
183	NODE_26379_length_1099_cov_17.138258_g16110_i0
184	NODE_31997_length_889_cov_17.466903_g19580_i0
185	NODE_40407_length_627_cov_5.616438_g25772_i0
186	NODE_20342_length_1362_cov_36.235027_g12521_i0
187	NODE_84985_length_161_cov_2.101695_g69775_i0
188	NODE_50020_length_394_cov_6.059829_g34817_i0
189	NODE_35876_length_759_cov_1717.529330_g22281_i0
190	NODE_39889_length_641_cov_10.896321_g25351_i0
191	NODE_27927_length_1039_cov_14.071285_g17024_i0
192	NODE_27181_length_1067_cov_107.872070_g16524_i1
193	NODE_3770_length_2851_cov_102.272436_g1797_i1
194	NODE_19094_length_1424_cov_29.918175_g11793_i0
195	NODE_78655_length_175_cov_3.500000_g63445_i0
196	NODE_32279_length_879_cov_11.623206_g19760_i0
197	NODE_58949_length_277_cov_2.149573_g43739_i0
198	NODE_27600_length_1052_cov_242.611497_g16818_i0
199	NODE_15247_length_1635_cov_28.980528_g9492_i0
200	NODE_30748_length_932_cov_109.422947_g18791_i0
201	NODE_98582_length_122_cov_4.291139_g83372_i0
202	NODE_37895_length_699_cov_32.103659_g23795_i0
203	NODE_88747_length_154_cov_1.720721_g73537_i0
204	NODE_22086_length_1283_cov_24.777419_g13558_i0
205	NODE_6906_length_2322_cov_17.883721_g4410_i0
206	NODE_36870_length_730_cov_29.998544_g23025_i0
207	NODE_38027_length_695_cov_85.237730_g23898_i0
208	NODE_46290_length_473_cov_16.425581_g31118_i0
209	NODE_16238_length_1578_cov_39.936808_g10087_i0
210	NODE_28244_length_1025_cov_177.513238_g4181_i6
211	NODE_19729_length_1392_cov_8.296516_g12155_i0
212	NODE_12332_length_1828_cov_27.491317_g7740_i0
213	NODE_26200_length_1106_cov_9.437441_g15999_i0
214	NODE_30733_length_933_cov_8.386517_g18779_i0
215	NODE_4107_length_2772_cov_25828.409307_g58_i29
216	NODE_32264_length_879_cov_2442.815789_g19753_i0
217	NODE_31835_length_894_cov_28.068155_g19476_i0
218	NODE_26681_length_1088_cov_7.276555_g16268_i0
219	NODE_6748_length_2344_cov_20.438070_g4315_i0
220	NODE_14314_length_1693_cov_24.002424_g8921_i0
221	NODE_42914_length_556_cov_319.403509_g27924_i0
222	NODE_31999_length_889_cov_15.648936_g19580_i1
223	NODE_86988_length_157_cov_3.070175_g71778_i0
224	NODE_16047_length_1590_cov_5.458306_g9966_i0
225	NODE_9909_length_2015_cov_23.626268_g6265_i0
226	NODE_29178_length_991_cov_904.030591_g17790_i0
227	NODE_24805_length_1163_cov_190.128571_g15155_i1
228	NODE_5537_length_2510_cov_6.079449_g3559_i0
229	NODE_36707_length_736_cov_6.024531_g22900_i0
230	NODE_27297_length_1063_cov_17.460784_g16635_i0
231	NODE_19262_length_1416_cov_33.896577_g10474_i1
232	NODE_54917_length_320_cov_2.783394_g39707_i0
233	NODE_8999_length_2097_cov_135.902142_g4181_i2
234	NODE_42592_length_565_cov_402.036398_g27532_i1
235	NODE_11600_length_1879_cov_252.438998_g6787_i1
236	NODE_53104_length_344_cov_3.229236_g37894_i0
237	NODE_19820_length_1388_cov_51.979182_g12210_i0
238	NODE_40911_length_612_cov_53.056239_g26184_i0
239	NODE_2136_length_3367_cov_29.214501_g1104_i1
240	NODE_41909_length_584_cov_4.314233_g27036_i0
241	NODE_10537_length_1964_cov_60.998438_g6644_i0
242	NODE_22843_length_1249_cov_48.237977_g13979_i0
243	NODE_49420_length_405_cov_21.751381_g34217_i0
244	NODE_23269_length_1230_cov_25.558551_g14228_i0
245	NODE_22913_length_1245_cov_79.570715_g14021_i0
246	NODE_88586_length_154_cov_3.126126_g73376_i0
247	NODE_31334_length_912_cov_99.726122_g19144_i0
248	NODE_460_length_4813_cov_17.053249_g316_i0
249	NODE_39718_length_645_cov_97.073090_g25217_i0
250	NODE_25598_length_1130_cov_55.336707_g2565_i2
251	NODE_10777_length_1946_cov_10.073043_g6791_i0
252	NODE_12680_length_1802_cov_9.158044_g7955_i0
253	NODE_12597_length_1808_cov_20.246459_g7903_i0
254	NODE_30386_length_944_cov_16.372919_g18560_i0
255	NODE_19751_length_1391_cov_8.328635_g12166_i0
256	NODE_16122_length_1585_cov_36.879377_g10012_i0
257	NODE_20700_length_1344_cov_11.603382_g12730_i0
258	NODE_43319_length_546_cov_70.347913_g28295_i0
259	NODE_43482_length_542_cov_52.220441_g28443_i0
260	NODE_54488_length_325_cov_30.078014_g39278_i0
261	NODE_94338_length_147_cov_1.807692_g79128_i0
262	NODE_42376_length_571_cov_10.312500_g27437_i0
263	NODE_19212_length_1419_cov_9.417878_g11853_i0
264	NODE_16388_length_1570_cov_23.208251_g10180_i0
265	NODE_17413_length_1515_cov_31.667120_g10784_i0
266	NODE_49474_length_404_cov_13.307479_g34271_i0
267	NODE_21935_length_1290_cov_68.359262_g13464_i0
268	NODE_60985_length_260_cov_1.691244_g45775_i0
269	NODE_36572_length_739_cov_102.380747_g22791_i0
270	NODE_88872_length_154_cov_1.441441_g73662_i0
271	NODE_32674_length_866_cov_89.910085_g20041_i0
272	NODE_33358_length_844_cov_11.473159_g20496_i0
273	NODE_8828_length_2113_cov_177.666667_g301_i4
274	NODE_41715_length_589_cov_8.998168_g26871_i0
275	NODE_52271_length_356_cov_23.830671_g37061_i0
276	NODE_8586_length_2137_cov_33.122732_g5445_i0
277	NODE_34565_length_802_cov_10.140975_g21318_i0
278	NODE_23647_length_1214_cov_13.175064_g14435_i0
279	NODE_31063_length_922_cov_71.416382_g18524_i1
280	NODE_32943_length_857_cov_89.732187_g13435_i1
281	NODE_18278_length_1468_cov_15.184561_g11290_i0
282	NODE_17971_length_1485_cov_6.293343_g11120_i0
283	NODE_12906_length_1787_cov_28.506881_g7320_i1
284	NODE_25421_length_1138_cov_43.126027_g15524_i0
285	NODE_39254_length_659_cov_7.259740_g24837_i0
286	NODE_27413_length_1059_cov_20.247047_g16705_i0
287	NODE_20693_length_1344_cov_35.788624_g11860_i1
288	NODE_20527_length_1353_cov_5.483206_g12631_i0
289	NODE_20158_length_1371_cov_248.489458_g12004_i1
290	NODE_9118_length_2087_cov_32.917319_g5785_i0
291	NODE_24804_length_1163_cov_194.686607_g15155_i0
292	NODE_53594_length_337_cov_12.479592_g38384_i0
293	NODE_16723_length_1552_cov_58.842942_g2790_i3
294	NODE_30859_length_929_cov_18.843115_g18853_i0
295	NODE_6628_length_2359_cov_233.753022_g3757_i1
296	NODE_39658_length_647_cov_124.408940_g23512_i1
297	NODE_53789_length_335_cov_1.434932_g38579_i0
298	NODE_17015_length_1536_cov_164.041527_g8339_i1
299	NODE_44090_length_527_cov_12.415289_g29002_i0
300	NODE_42183_length_576_cov_1307.926829_g27271_i0
301	NODE_24069_length_1193_cov_22.094783_g14699_i0
302	NODE_12367_length_1826_cov_16.107123_g7756_i0
303	NODE_24208_length_1188_cov_10.952838_g14777_i0
304	NODE_9291_length_2068_cov_332.052346_g5780_i1
305	NODE_91466_length_150_cov_1.598131_g76256_i0
306	NODE_98435_length_134_cov_325.648352_g83225_i0
307	NODE_13663_length_1735_cov_70.523050_g8533_i2
308	NODE_10725_length_1950_cov_11.119560_g6757_i0
309	NODE_15976_length_1594_cov_42.344939_g9925_i0
310	NODE_20806_length_1339_cov_143.337963_g12793_i0
311	NODE_12381_length_1825_cov_7.515152_g7765_i0
312	NODE_11122_length_1917_cov_11.296158_g7015_i0
313	NODE_42570_length_566_cov_7.558317_g27613_i0
314	NODE_39010_length_666_cov_66.499197_g24642_i0
315	NODE_39482_length_653_cov_15.308197_g25025_i0
316	NODE_40684_length_619_cov_8.592014_g4443_i1
317	NODE_44745_length_511_cov_11.807692_g29617_i0
318	NODE_29911_length_962_cov_120.847661_g18252_i0
319	NODE_38102_length_693_cov_87.224615_g23951_i0
320	NODE_4996_length_2596_cov_85.406972_g1374_i1
321	NODE_23138_length_1236_cov_15.924560_g14151_i0
322	NODE_27267_length_1064_cov_20.303624_g16616_i0
323	NODE_33924_length_824_cov_11.935980_g20873_i0
324	NODE_36759_length_734_cov_13.853835_g22937_i0
325	NODE_22965_length_1243_cov_7.635000_g14049_i0
326	NODE_9884_length_2017_cov_60.639311_g6248_i0
327	NODE_43937_length_531_cov_226.131148_g27532_i2
328	NODE_4322_length_2727_cov_33.714978_g2494_i1
329	NODE_12712_length_1799_cov_19.587130_g7976_i0
330	NODE_40531_length_623_cov_129.763793_g23512_i2
331	NODE_23775_length_1208_cov_22.508155_g14512_i0
332	NODE_13343_length_1757_cov_167.331389_g8339_i0
333	NODE_14921_length_1653_cov_156.298758_g9305_i0
334	NODE_34513_length_803_cov_116.027632_g21283_i0
335	NODE_35313_length_777_cov_217.411444_g21869_i0
336	NODE_15540_length_1617_cov_96.036213_g9662_i0
337	NODE_7940_length_2207_cov_8.944547_g5051_i0
338	NODE_37034_length_725_cov_59.582111_g23150_i0
339	NODE_9231_length_2075_cov_5.281988_g5856_i0
340	NODE_19612_length_1398_cov_21.822878_g12085_i0
341	NODE_30020_length_958_cov_11.887432_g18326_i0
342	NODE_34641_length_799_cov_173.666667_g21379_i0
343	NODE_37321_length_717_cov_28.035608_g21090_i1
344	NODE_71594_length_199_cov_3.307692_g56384_i0
345	NODE_25884_length_1119_cov_38.298327_g15806_i0
346	NODE_6672_length_2354_cov_6.811770_g4264_i0
347	NODE_23979_length_1197_cov_24.876083_g14645_i0
348	NODE_22325_length_1271_cov_179.531759_g13704_i0
349	NODE_26594_length_1091_cov_27.083015_g16220_i0
350	NODE_31884_length_893_cov_6.369412_g19508_i0
351	NODE_35422_length_774_cov_47.719562_g16402_i3
352	NODE_19063_length_1426_cov_22.257411_g10089_i1
353	NODE_12490_length_1816_cov_38.632826_g6644_i1
354	NODE_26312_length_1102_cov_7.575071_g16074_i0
355	NODE_22187_length_1278_cov_27.561134_g13620_i0
356	NODE_44015_length_529_cov_54.296296_g28933_i0
357	NODE_89900_length_152_cov_1.733945_g74690_i0
358	NODE_3278_length_2974_cov_13.317639_g2107_i0
359	NODE_11142_length_1915_cov_37.259615_g6387_i1
360	NODE_6957_length_2316_cov_55.677519_g4445_i0
361	NODE_41625_length_591_cov_62.580292_g26799_i0
362	NODE_12902_length_1787_cov_31.890482_g8077_i1
363	NODE_13034_length_1779_cov_13.341014_g7524_i1
364	NODE_22709_length_1255_cov_32.466172_g13908_i0
365	NODE_35632_length_767_cov_54.178177_g22099_i0
366	NODE_8315_length_2166_cov_9.670278_g5275_i0
367	NODE_32265_length_879_cov_2079.218900_g19753_i1
368	NODE_13921_length_1718_cov_9.968358_g8687_i0
369	NODE_10492_length_1968_cov_20.643636_g6614_i0
370	NODE_28590_length_1012_cov_163.259030_g17417_i0
371	NODE_27027_length_1074_cov_30.061106_g16472_i0
372	NODE_6523_length_2373_cov_120.716309_g4181_i0
373	NODE_22984_length_1242_cov_13.349458_g14059_i0
374	NODE_97963_length_139_cov_2.135417_g82753_i0
375	NODE_15885_length_1599_cov_37.616967_g9863_i0
376	NODE_11351_length_1900_cov_15.065159_g6130_i1
377	NODE_5476_length_2517_cov_30.909863_g3515_i0
378	NODE_15141_length_1640_cov_13.121478_g8758_i1
379	NODE_11363_length_1899_cov_11.141164_g7162_i0
380	NODE_39600_length_649_cov_495.836634_g25122_i0
381	NODE_17258_length_1523_cov_151.256081_g10705_i0
382	NODE_9803_length_2024_cov_73.924785_g6200_i0
383	NODE_22936_length_1244_cov_26.923397_g8713_i1
384	NODE_15911_length_1597_cov_182.221364_g9882_i0
385	NODE_11753_length_1870_cov_18.158183_g7401_i0
386	NODE_63581_length_241_cov_3.202020_g48371_i0
387	NODE_8551_length_2141_cov_8.738799_g5424_i0
388	NODE_20913_length_1334_cov_108.338497_g250_i3
389	NODE_30793_length_931_cov_27.102477_g18815_i0
390	NODE_22640_length_1258_cov_81.813169_g13864_i0
391	NODE_19686_length_1394_cov_15.466321_g12133_i0
392	NODE_41664_length_590_cov_990.367459_g21680_i2
393	NODE_12833_length_1791_cov_24.522311_g5240_i1
394	NODE_41598_length_592_cov_11.819672_g26772_i0
395	NODE_97918_length_139_cov_2.447917_g82708_i0
396	NODE_40140_length_634_cov_10.037225_g25550_i0
397	NODE_17060_length_1535_cov_6.632038_g10579_i0
398	NODE_5542_length_2509_cov_10.484590_g3563_i0
399	NODE_2302_length_3298_cov_20.307834_g1482_i0
400	NODE_34372_length_808_cov_31.894118_g18489_i1
401	NODE_27491_length_1056_cov_69.983218_g16751_i0
402	NODE_24439_length_1178_cov_63.970044_g13620_i2
403	NODE_3711_length_2861_cov_38.701207_g2390_i0
404	NODE_67126_length_219_cov_4.318182_g51916_i0
405	NODE_1892_length_3464_cov_12.730488_g1234_i0
406	NODE_21475_length_1310_cov_14.256511_g13179_i0
407	NODE_32424_length_874_cov_246.403129_g7355_i5
408	NODE_20596_length_1349_cov_65.678407_g6874_i3
409	NODE_38649_length_677_cov_2082.044164_g24369_i0
410	NODE_8831_length_2113_cov_84.991787_g4181_i1
411	NODE_6360_length_2393_cov_93.448936_g4074_i0
412	NODE_53227_length_342_cov_25.434783_g38017_i0
413	NODE_34891_length_791_cov_15.807487_g21559_i0
414	NODE_44881_length_507_cov_6.551724_g29746_i0
415	NODE_36802_length_733_cov_5.347826_g22969_i0
416	NODE_7813_length_2221_cov_20.419651_g4973_i0
417	NODE_7473_length_2257_cov_277.905149_g132_i1
418	NODE_37735_length_704_cov_35.299546_g23678_i0
419	NODE_47826_length_438_cov_250.529114_g32634_i0
420	NODE_4011_length_2795_cov_24.979288_g2565_i1
421	NODE_42478_length_568_cov_213.708571_g27532_i0
422	NODE_50943_length_378_cov_3.414925_g35736_i0
423	NODE_19236_length_1417_cov_101.885007_g11682_i1
424	NODE_1678_length_3582_cov_47.350664_g1101_i0
425	NODE_15667_length_1611_cov_21.319515_g9742_i0
426	NODE_26840_length_1081_cov_17.053950_g16356_i0
427	NODE_7048_length_2305_cov_68.089744_g4503_i0
428	NODE_35207_length_781_cov_57.487805_g17935_i1
429	NODE_32514_length_871_cov_169.747585_g17352_i3
430	NODE_31416_length_909_cov_56.754042_g18336_i1
431	NODE_25650_length_1128_cov_41.073733_g15663_i0
432	NODE_43767_length_535_cov_464.221545_g24564_i1
433	NODE_40713_length_618_cov_26.093913_g26025_i0
434	NODE_22002_length_1287_cov_38.285370_g13508_i0
435	NODE_47148_length_452_cov_109.887531_g28673_i2
436	NODE_23825_length_1205_cov_1689.326162_g5620_i2
437	NODE_36077_length_753_cov_249.187324_g22432_i0
438	NODE_6722_length_2348_cov_13.464208_g4297_i0
439	NODE_48472_length_424_cov_7.446194_g33274_i0
440	NODE_35648_length_767_cov_9.798343_g22109_i0
441	NODE_7823_length_2219_cov_80.922794_g4267_i1
442	NODE_22525_length_1263_cov_192.025410_g9341_i3
443	NODE_13808_length_1725_cov_14.144471_g8620_i0
444	NODE_41158_length_605_cov_12.233096_g26392_i0
445	NODE_27037_length_1074_cov_9.715810_g16477_i0
446	NODE_36434_length_743_cov_6.465714_g22685_i0
447	NODE_41932_length_583_cov_117.388889_g27058_i0
448	NODE_480_length_4771_cov_102.393824_g270_i2
449	NODE_25586_length_1131_cov_8.247243_g15619_i0
450	NODE_30776_length_931_cov_139.469595_g17352_i2
451	NODE_34190_length_815_cov_36.097150_g21065_i0
452	NODE_29410_length_983_cov_117.415957_g17932_i0
453	NODE_32056_length_887_cov_23.100711_g18163_i1
454	NODE_18110_length_1477_cov_43.684100_g10215_i1
455	NODE_35722_length_764_cov_150.748960_g13614_i1
456	NODE_2303_length_3298_cov_20.211367_g1482_i1
457	NODE_13661_length_1735_cov_76.533688_g8533_i0
458	NODE_38214_length_690_cov_21.817620_g23678_i1
459	NODE_16345_length_1573_cov_6.837255_g10154_i0
460	NODE_18299_length_1466_cov_649.130007_g11176_i1
461	NODE_70237_length_205_cov_1.679012_g55027_i0
462	NODE_20389_length_1360_cov_16.716021_g12550_i0
463	NODE_6294_length_2402_cov_20.512929_g4029_i0
464	NODE_465_length_4807_cov_52.195004_g258_i1
465	NODE_8388_length_2157_cov_279.365658_g132_i2
466	NODE_34241_length_813_cov_43.466234_g6644_i3
467	NODE_18300_length_1466_cov_180.676037_g11301_i0
468	NODE_97580_length_142_cov_2.373737_g82370_i0
469	NODE_33970_length_822_cov_52.523748_g1351_i1
470	NODE_30276_length_948_cov_33.086188_g18489_i0
471	NODE_66013_length_226_cov_1.693989_g50803_i0
472	NODE_31364_length_911_cov_254.751152_g19163_i0
473	NODE_34004_length_821_cov_32.127249_g20928_i0
474	NODE_34292_length_811_cov_81.484375_g21134_i0
475	NODE_29499_length_980_cov_12.213447_g17989_i0
476	NODE_28723_length_1007_cov_91.964730_g15601_i1
477	NODE_26718_length_1086_cov_79.000000_g7231_i1
478	NODE_35059_length_785_cov_526.831536_g21680_i0
479	NODE_30013_length_958_cov_932.681967_g18322_i0
480	NODE_81244_length_169_cov_1.214286_g66034_i0
481	NODE_50402_length_387_cov_24.215116_g35195_i0
482	NODE_26217_length_1105_cov_206.169492_g16009_i0
483	NODE_37831_length_701_cov_57.838906_g23749_i0
484	NODE_13325_length_1758_cov_59.132945_g8327_i0
485	NODE_25806_length_1122_cov_21.943466_g15759_i0
486	NODE_35877_length_759_cov_706.224860_g22282_i0
487	NODE_39398_length_655_cov_63.186275_g18336_i3
488	NODE_27273_length_1064_cov_9.255632_g16620_i0
489	NODE_11879_length_1860_cov_58.870666_g7474_i0
490	NODE_38314_length_687_cov_26.170807_g1743_i3
491	NODE_36620_length_738_cov_41.923741_g22828_i0
