	x
313	NODE_80344_length_171_cov_1.101562_g65134_i0
314	NODE_19063_length_1426_cov_22.257411_g10089_i1
315	NODE_20693_length_1344_cov_35.788624_g11860_i1
316	NODE_63581_length_241_cov_3.202020_g48371_i0
317	NODE_32279_length_879_cov_11.623206_g19760_i0
318	NODE_41715_length_589_cov_8.998168_g26871_i0
319	NODE_35313_length_777_cov_217.411444_g21869_i0
320	NODE_34821_length_793_cov_38.912000_g21511_i0
321	NODE_27297_length_1063_cov_17.460784_g16635_i0
322	NODE_42592_length_565_cov_402.036398_g27532_i1
323	NODE_4107_length_2772_cov_25828.409307_g58_i29
324	NODE_4322_length_2727_cov_33.714978_g2494_i1
325	NODE_9231_length_2075_cov_5.281988_g5856_i0
326	NODE_16397_length_1570_cov_6.721676_g10186_i0
327	NODE_20686_length_1344_cov_152.255957_g12722_i0
328	NODE_38692_length_676_cov_25.522907_g24402_i0
329	NODE_36759_length_734_cov_13.853835_g22937_i0
330	NODE_24766_length_1165_cov_25.847594_g15123_i0
331	NODE_13673_length_1735_cov_8.032506_g8540_i0
332	NODE_10525_length_1965_cov_24.395942_g6635_i0
333	NODE_27267_length_1064_cov_20.303624_g16616_i0
334	NODE_84985_length_161_cov_2.101695_g69775_i0
335	NODE_9909_length_2015_cov_23.626268_g6265_i0
336	NODE_22640_length_1258_cov_81.813169_g13864_i0
337	NODE_15247_length_1635_cov_28.980528_g9492_i0
338	NODE_29178_length_991_cov_904.030591_g17790_i0
339	NODE_12712_length_1799_cov_19.587130_g7976_i0
340	NODE_12490_length_1816_cov_38.632826_g6644_i1
341	NODE_32264_length_879_cov_2442.815789_g19753_i0
342	NODE_26681_length_1088_cov_7.276555_g16268_i0
343	NODE_10725_length_1950_cov_11.119560_g6757_i0
344	NODE_12381_length_1825_cov_7.515152_g7765_i0
345	NODE_24439_length_1178_cov_63.970044_g13620_i2
346	NODE_14921_length_1653_cov_156.298758_g9305_i0
347	NODE_17015_length_1536_cov_164.041527_g8339_i1
348	NODE_34267_length_812_cov_104.925878_g19732_i1
349	NODE_26312_length_1102_cov_7.575071_g16074_i0
350	NODE_26840_length_1081_cov_17.053950_g16356_i0
351	NODE_18300_length_1466_cov_180.676037_g11301_i0
352	NODE_27027_length_1074_cov_30.061106_g16472_i0
353	NODE_7048_length_2305_cov_68.089744_g4503_i0
354	NODE_49474_length_404_cov_13.307479_g34271_i0
355	NODE_51556_length_367_cov_112.287037_g36348_i0
356	NODE_22187_length_1278_cov_27.561134_g13620_i0
357	NODE_23109_length_1237_cov_17.064489_g14131_i0
358	NODE_45813_length_485_cov_4.355204_g30648_i0
359	NODE_17413_length_1515_cov_31.667120_g10784_i0
360	NODE_40684_length_619_cov_8.592014_g4443_i1
361	NODE_47522_length_444_cov_73.172070_g32333_i0
362	NODE_4971_length_2600_cov_17.689871_g3191_i0
363	NODE_97580_length_142_cov_2.373737_g82370_i0
364	NODE_19100_length_1424_cov_11.569153_g11796_i0
365	NODE_35963_length_757_cov_29.320728_g22347_i0
366	NODE_19653_length_1396_cov_14.606061_g12114_i0
367	NODE_41664_length_590_cov_990.367459_g21680_i2
368	NODE_33749_length_830_cov_11.008895_g20752_i0
369	NODE_35632_length_767_cov_54.178177_g22099_i0
370	NODE_36077_length_753_cov_249.187324_g22432_i0
371	NODE_34141_length_817_cov_9.083979_g19306_i1
372	NODE_21475_length_1310_cov_14.256511_g13179_i0
373	NODE_35059_length_785_cov_526.831536_g21680_i0
374	NODE_6672_length_2354_cov_6.811770_g4264_i0
375	NODE_15885_length_1599_cov_37.616967_g9863_i0
376	NODE_89020_length_154_cov_1.225225_g73810_i0
377	NODE_32056_length_887_cov_23.100711_g18163_i1
378	NODE_75225_length_186_cov_1.573427_g60015_i0
379	NODE_36434_length_743_cov_6.465714_g22685_i0
380	NODE_39482_length_653_cov_15.308197_g25025_i0
381	NODE_16388_length_1570_cov_23.208251_g10180_i0
382	NODE_31756_length_897_cov_47.460187_g19426_i0
383	NODE_24040_length_1194_cov_28.423979_g12250_i1
384	NODE_35722_length_764_cov_150.748960_g13614_i1
385	NODE_6906_length_2322_cov_17.883721_g4410_i0
386	NODE_40713_length_618_cov_26.093913_g26025_i0
387	NODE_65119_length_231_cov_3.361702_g49909_i0
388	NODE_6722_length_2348_cov_13.464208_g4297_i0
389	NODE_7637_length_2237_cov_32.921149_g4865_i0
390	NODE_97918_length_139_cov_2.447917_g82708_i0
391	NODE_22843_length_1249_cov_48.237977_g13979_i0
392	NODE_10263_length_1985_cov_19.437693_g6475_i0
393	NODE_38084_length_694_cov_9.227343_g23937_i0
394	NODE_12833_length_1791_cov_24.522311_g5240_i1
395	NODE_17731_length_1498_cov_19.895533_g10974_i0
396	NODE_34436_length_806_cov_9.007864_g8761_i3
397	NODE_44015_length_529_cov_54.296296_g28933_i0
398	NODE_4722_length_2643_cov_307.151538_g62_i6
399	NODE_27316_length_1062_cov_81.023553_g16646_i0
400	NODE_43977_length_530_cov_18.735113_g28897_i0
401	NODE_39841_length_642_cov_36.242070_g22730_i1
402	NODE_22325_length_1271_cov_179.531759_g13704_i0
403	NODE_35876_length_759_cov_1717.529330_g22281_i0
404	NODE_27037_length_1074_cov_9.715810_g16477_i0
405	NODE_43942_length_531_cov_12.336066_g28867_i0
406	NODE_24142_length_1190_cov_82.986051_g4181_i5
407	NODE_39088_length_664_cov_11.157810_g24706_i0
408	NODE_7239_length_2283_cov_7.660268_g4630_i0
409	NODE_3711_length_2861_cov_38.701207_g2390_i0
410	NODE_20302_length_1364_cov_29.880394_g12500_i0
411	NODE_34190_length_815_cov_36.097150_g21065_i0
412	NODE_15399_length_1627_cov_34.452020_g9581_i0
413	NODE_10562_length_1962_cov_25.755081_g2428_i1
414	NODE_13315_length_1759_cov_12.640443_g8320_i0
415	NODE_42914_length_556_cov_319.403509_g27924_i0
416	NODE_29017_length_997_cov_106.880503_g17684_i0
417	NODE_48169_length_431_cov_28.597938_g32971_i0
418	NODE_39366_length_656_cov_21.833605_g24932_i0
419	NODE_11080_length_1921_cov_22.725240_g6533_i1
420	NODE_18244_length_1469_cov_162.482468_g9861_i1
421	NODE_17971_length_1485_cov_6.293343_g11120_i0
422	NODE_33924_length_824_cov_11.935980_g20873_i0
423	NODE_38448_length_683_cov_75.735938_g24211_i0
424	NODE_28590_length_1012_cov_163.259030_g17417_i0
425	NODE_10777_length_1946_cov_10.073043_g6791_i0
426	NODE_11879_length_1860_cov_58.870666_g7474_i0
427	NODE_25586_length_1131_cov_8.247243_g15619_i0
428	NODE_29469_length_981_cov_36.986141_g12423_i1
429	NODE_22432_length_1267_cov_46.934641_g13756_i0
430	NODE_28620_length_1011_cov_54.788223_g17440_i0
431	NODE_3962_length_2807_cov_343.879884_g2307_i1
432	NODE_6930_length_2319_cov_22.043937_g4109_i2
433	NODE_37332_length_717_cov_9.001484_g21192_i1
434	NODE_6274_length_2404_cov_20.666243_g4015_i0
435	NODE_33610_length_835_cov_6.194444_g20663_i0
436	NODE_2834_length_3110_cov_22.975220_g1832_i0
437	NODE_20389_length_1360_cov_16.716021_g12550_i0
438	NODE_33457_length_840_cov_38.588457_g6644_i2
439	NODE_87493_length_156_cov_3.415929_g72283_i0
440	NODE_29499_length_980_cov_12.213447_g17989_i0
441	NODE_17100_length_1532_cov_42.856279_g10605_i0
442	NODE_37735_length_704_cov_35.299546_g23678_i0
443	NODE_28568_length_1013_cov_38.358763_g14742_i1
444	NODE_22709_length_1255_cov_32.466172_g13908_i0
445	NODE_34372_length_808_cov_31.894118_g18489_i1
446	NODE_33670_length_832_cov_58.154626_g18140_i1
447	NODE_28762_length_1006_cov_12.245067_g17525_i0
448	NODE_26726_length_1086_cov_20.069032_g16295_i0
449	NODE_15678_length_1610_cov_152.622208_g6561_i2
450	NODE_92275_length_149_cov_2.226415_g77065_i0
451	NODE_20158_length_1371_cov_248.489458_g12004_i1
452	NODE_48254_length_429_cov_14.932642_g33056_i0
453	NODE_34513_length_803_cov_116.027632_g21283_i0
454	NODE_37321_length_717_cov_28.035608_g21090_i1
455	NODE_43317_length_546_cov_102.095427_g28293_i0
456	NODE_24415_length_1179_cov_79.264965_g14914_i0
457	NODE_37895_length_699_cov_32.103659_g23795_i0
458	NODE_18110_length_1477_cov_43.684100_g10215_i1
459	NODE_6305_length_2401_cov_15.896947_g4035_i0
460	NODE_25378_length_1140_cov_24.084777_g15496_i0
461	NODE_2380_length_3264_cov_26.012108_g1535_i0
462	NODE_28344_length_1022_cov_33.180797_g17268_i0
463	NODE_45605_length_490_cov_8.577181_g30449_i0
464	NODE_34641_length_799_cov_173.666667_g21379_i0
465	NODE_39254_length_659_cov_7.259740_g24837_i0
466	NODE_14079_length_1709_cov_14.563625_g8784_i0
467	NODE_20439_length_1358_cov_7.085932_g12574_i0
468	NODE_6903_length_2322_cov_113.044318_g4408_i0
469	NODE_22965_length_1243_cov_7.635000_g14049_i0
470	NODE_9249_length_2072_cov_30.557910_g5863_i0
471	NODE_14262_length_1696_cov_51.103448_g4599_i1
472	NODE_50943_length_378_cov_3.414925_g35736_i0
473	NODE_20596_length_1349_cov_65.678407_g6874_i3
474	NODE_9776_length_2027_cov_9.469254_g6188_i0
475	NODE_22716_length_1255_cov_14.127063_g13914_i0
476	NODE_25827_length_1121_cov_65.628015_g15772_i0
477	NODE_36802_length_733_cov_5.347826_g22969_i0
478	NODE_14064_length_1710_cov_22.552490_g8773_i0
479	NODE_12532_length_1813_cov_32.548588_g5803_i3
480	NODE_8655_length_2131_cov_11.943966_g5490_i0
481	NODE_11442_length_1892_cov_24.437534_g7214_i0
482	NODE_28221_length_1026_cov_89.572737_g17196_i0
483	NODE_22984_length_1242_cov_13.349458_g14059_i0
484	NODE_480_length_4771_cov_102.393824_g270_i2
485	NODE_31833_length_894_cov_48.199765_g19474_i0
486	NODE_33352_length_844_cov_17.086142_g20491_i0
487	NODE_18838_length_1438_cov_86.615054_g10674_i1
488	NODE_5326_length_2542_cov_24.997199_g3406_i0
489	NODE_1892_length_3464_cov_12.730488_g1234_i0
490	NODE_19686_length_1394_cov_15.466321_g12133_i0
