	x
113	NODE_739_length_4310_cov_334.348254_g477_i1
114	NODE_23376_length_1225_cov_240.721658_g14287_i0
115	NODE_27627_length_1051_cov_381.945437_g13862_i2
116	NODE_26057_length_1111_cov_411.992509_g10130_i1
117	NODE_15656_length_1611_cov_287.547832_g9733_i0
118	NODE_50173_length_391_cov_3760.341954_g5485_i10
119	NODE_32368_length_876_cov_155.679472_g19828_i0
120	NODE_34184_length_815_cov_461.388601_g15325_i3
121	NODE_2143_length_3363_cov_185.579518_g1384_i0
122	NODE_1219_length_3866_cov_260.104630_g809_i0
123	NODE_1754_length_3544_cov_521.978578_g744_i2
124	NODE_2414_length_3250_cov_359.270034_g605_i1
125	NODE_23168_length_1234_cov_191.440806_g12902_i1
126	NODE_40776_length_616_cov_601.698080_g26076_i0
127	NODE_27735_length_1046_cov_413.714855_g7696_i1
128	NODE_9778_length_2026_cov_420.845688_g3753_i1
129	NODE_28335_length_1022_cov_488.813075_g15871_i1
130	NODE_9460_length_2053_cov_296.518905_g1149_i2
131	NODE_18555_length_1453_cov_207.063830_g4379_i1
132	NODE_10391_length_1974_cov_424.447954_g6554_i0
133	NODE_16672_length_1555_cov_130.797619_g10367_i0
134	NODE_26534_length_1093_cov_867.056190_g8416_i3
135	NODE_42108_length_578_cov_442.536449_g27210_i0
136	NODE_10604_length_1958_cov_121.319582_g961_i1
137	NODE_23091_length_1237_cov_291.954774_g1746_i4
138	NODE_31829_length_894_cov_453.900118_g1888_i2
139	NODE_1469_length_3699_cov_171.341904_g274_i3
140	NODE_50928_length_378_cov_531.313433_g35721_i0
141	NODE_11193_length_1911_cov_255.154176_g5726_i1
142	NODE_42109_length_578_cov_437.975701_g27211_i0
143	NODE_31297_length_913_cov_278.144828_g19121_i0
144	NODE_31027_length_923_cov_364.232955_g18958_i0
145	NODE_41526_length_594_cov_670.208711_g26714_i0
146	NODE_27985_length_1036_cov_498.762336_g17062_i0
147	NODE_7536_length_2249_cov_919.737081_g1242_i1
148	NODE_12214_length_1836_cov_447.005577_g7673_i0
149	NODE_66250_length_224_cov_675.898876_g51040_i0
150	NODE_20142_length_1372_cov_247.387509_g11581_i1
151	NODE_29179_length_991_cov_511.265823_g17791_i0
152	NODE_33734_length_830_cov_464.371029_g15325_i2
153	NODE_36278_length_747_cov_306.127841_g2317_i1
154	NODE_17454_length_1513_cov_247.238776_g6599_i1
155	NODE_26778_length_1083_cov_1120.750000_g15355_i1
156	NODE_21554_length_1306_cov_263.404592_g12174_i1
157	NODE_24670_length_1169_cov_290.769094_g15059_i0
158	NODE_25874_length_1119_cov_167.312268_g10630_i1
159	NODE_33561_length_836_cov_218.181589_g18710_i1
160	NODE_26214_length_1105_cov_246.810734_g14769_i1
161	NODE_10707_length_1951_cov_274.810273_g6744_i0
162	NODE_53587_length_337_cov_330.537415_g38377_i0
163	NODE_7375_length_2267_cov_237.114209_g3455_i1
164	NODE_31467_length_907_cov_2662.372685_g19234_i0
165	NODE_9613_length_2040_cov_513.005508_g4150_i1
166	NODE_32095_length_885_cov_453.779097_g1888_i3
167	NODE_24513_length_1175_cov_621.780919_g14842_i1
168	NODE_5650_length_2492_cov_526.103307_g197_i1
169	NODE_26881_length_1079_cov_166.868726_g16381_i0
170	NODE_19733_length_1391_cov_189.058605_g12158_i0
171	NODE_34485_length_804_cov_284.474376_g21262_i0
172	NODE_36531_length_740_cov_151.748924_g22756_i0
173	NODE_28965_length_999_cov_1414.706067_g17650_i0
174	NODE_7102_length_2300_cov_145.971201_g3576_i1
175	NODE_43601_length_539_cov_4266.733871_g28552_i0
176	NODE_20983_length_1330_cov_266.214452_g4403_i1
177	NODE_31889_length_892_cov_746.346290_g19512_i0
178	NODE_47521_length_444_cov_581.057357_g32332_i0
179	NODE_4991_length_2597_cov_413.969851_g758_i2
180	NODE_25904_length_1118_cov_1229.187907_g15821_i0
181	NODE_17352_length_1518_cov_2966.739661_g8415_i1
182	NODE_13517_length_1745_cov_110.337838_g8451_i0
183	NODE_12375_length_1825_cov_64.854658_g4574_i1
184	NODE_11424_length_1893_cov_308.391351_g5690_i1
185	NODE_6554_length_2369_cov_119.181427_g3869_i1
186	NODE_21194_length_1321_cov_58.519562_g13023_i0
187	NODE_21672_length_1301_cov_125.927663_g13297_i0
188	NODE_24515_length_1175_cov_151.934629_g14974_i0
189	NODE_23279_length_1229_cov_258.338111_g1620_i2
190	NODE_9944_length_2012_cov_75.420518_g2422_i2
191	NODE_27049_length_1073_cov_768.648544_g16488_i0
192	NODE_28665_length_1009_cov_1076.422360_g3933_i2
193	NODE_19492_length_1404_cov_383.590742_g9909_i1
194	NODE_22137_length_1280_cov_595.613581_g12335_i1
195	NODE_33423_length_841_cov_380.448622_g20454_i1
196	NODE_15677_length_1610_cov_534.356094_g9577_i1
197	NODE_22822_length_1250_cov_504.968517_g13967_i0
198	NODE_19088_length_1424_cov_586.240406_g11790_i0
199	NODE_14323_length_1692_cov_115.587629_g1625_i2
200	NODE_15822_length_1602_cov_367.388069_g4347_i3
201	NODE_21994_length_1287_cov_116.713023_g13503_i0
202	NODE_17709_length_1499_cov_203.839286_g10959_i0
203	NODE_17951_length_1485_cov_560.878641_g3340_i3
204	NODE_28845_length_1003_cov_366.831250_g8837_i3
205	NODE_30532_length_939_cov_95.321429_g10052_i1
206	NODE_56729_length_299_cov_1000.746094_g41519_i0
207	NODE_17353_length_1518_cov_2907.332881_g8415_i2
208	NODE_45755_length_486_cov_626.191874_g30595_i0
209	NODE_757_length_4293_cov_204.323529_g238_i1
210	NODE_7342_length_2271_cov_127.929533_g4476_i1
211	NODE_41889_length_584_cov_671.197782_g27024_i0
212	NODE_21240_length_1319_cov_280.028213_g2346_i7
213	NODE_22302_length_1272_cov_114.257933_g7631_i1
214	NODE_29273_length_988_cov_168.262434_g17850_i0
215	NODE_25661_length_1127_cov_625.775830_g13209_i1
216	NODE_31468_length_907_cov_444.819444_g19235_i0
217	NODE_36607_length_738_cov_255.319424_g22819_i0
218	NODE_8744_length_2120_cov_123.056331_g725_i2
219	NODE_15390_length_1627_cov_526.759470_g9577_i0
220	NODE_14952_length_1651_cov_106.605721_g8174_i1
221	NODE_56074_length_306_cov_957.889734_g40864_i0
222	NODE_23900_length_1201_cov_32.917962_g14594_i0
223	NODE_22374_length_1269_cov_299.385808_g13731_i0
224	NODE_11644_length_1876_cov_324.871249_g7340_i0
225	NODE_18067_length_1479_cov_189.346797_g1373_i11
226	NODE_13238_length_1764_cov_178.088321_g8267_i0
227	NODE_4767_length_2635_cov_88.956019_g917_i5
228	NODE_9480_length_2052_cov_287.370831_g6015_i0
229	NODE_10870_length_1937_cov_303.015312_g4177_i2
230	NODE_27984_length_1036_cov_849.552870_g1909_i2
231	NODE_11381_length_1897_cov_301.412621_g7175_i0
232	NODE_3709_length_2861_cov_235.458126_g1179_i2
233	NODE_15880_length_1599_cov_146.399743_g1180_i1
234	NODE_30941_length_926_cov_49.937712_g18905_i0
235	NODE_24308_length_1183_cov_615.948246_g14842_i0
236	NODE_12530_length_1813_cov_71.411864_g7863_i0
237	NODE_45597_length_490_cov_644.738255_g30442_i0
238	NODE_1812_length_3507_cov_62.440242_g1182_i0
239	NODE_9232_length_2074_cov_377.551452_g5857_i0
240	NODE_15454_length_1623_cov_287.858228_g1373_i9
241	NODE_45993_length_480_cov_137.267735_g30824_i0
242	NODE_6543_length_2371_cov_367.257732_g3661_i1
243	NODE_27284_length_1063_cov_354.525490_g16628_i0
244	NODE_6815_length_2334_cov_37.701877_g4358_i0
245	NODE_10095_length_2000_cov_116.164538_g3541_i4
246	NODE_15049_length_1644_cov_164.324172_g5125_i2
247	NODE_10498_length_1967_cov_277.489085_g2825_i1
248	NODE_33596_length_835_cov_69.113636_g20652_i0
249	NODE_36247_length_748_cov_296.375887_g6961_i3
250	NODE_17259_length_1523_cov_136.229054_g10706_i0
251	NODE_21212_length_1320_cov_262.593579_g6961_i1
252	NODE_31892_length_892_cov_94.138987_g19513_i0
253	NODE_14566_length_1675_cov_196.030025_g4939_i1
254	NODE_6787_length_2337_cov_519.484743_g3933_i1
255	NODE_7551_length_2248_cov_265.161905_g4813_i0
256	NODE_33429_length_841_cov_48.117794_g20543_i0
257	NODE_15632_length_1612_cov_169.271511_g3157_i2
258	NODE_29972_length_960_cov_659.383860_g16918_i1
259	NODE_29786_length_967_cov_191.020563_g18178_i0
260	NODE_34262_length_812_cov_586.611183_g21117_i0
261	NODE_26964_length_1076_cov_105.004840_g16427_i0
262	NODE_42599_length_565_cov_33.220307_g27638_i0
263	NODE_29402_length_983_cov_382.980851_g17929_i0
264	NODE_21952_length_1289_cov_181.256822_g4454_i3
265	NODE_25769_length_1123_cov_194.670370_g15739_i0
266	NODE_10731_length_1949_cov_126.637461_g6190_i1
267	NODE_22950_length_1243_cov_172.586667_g14039_i0
268	NODE_2873_length_3099_cov_121.354712_g1851_i0
269	NODE_4416_length_2709_cov_113.049887_g2790_i1
270	NODE_30494_length_940_cov_164.622074_g13800_i1
271	NODE_5119_length_2575_cov_72.180095_g3284_i0
272	NODE_31062_length_922_cov_161.556314_g13800_i2
273	NODE_22375_length_1269_cov_297.608483_g13731_i1
274	NODE_17672_length_1501_cov_232.154321_g2418_i3
275	NODE_59562_length_271_cov_25625.570175_g44352_i0
276	NODE_8944_length_2101_cov_89.711856_g5676_i0
277	NODE_35549_length_770_cov_108.510316_g22040_i0
278	NODE_13763_length_1728_cov_302.966172_g674_i2
279	NODE_36889_length_729_cov_248.176385_g21082_i1
280	NODE_26645_length_1089_cov_50.385277_g16249_i0
281	NODE_12868_length_1789_cov_224.835052_g2461_i3
282	NODE_13970_length_1715_cov_162.228469_g2679_i1
283	NODE_32515_length_871_cov_123.629227_g19931_i0
284	NODE_19535_length_1402_cov_624.611479_g12039_i0
285	NODE_15088_length_1642_cov_228.439024_g1746_i2
286	NODE_34512_length_803_cov_545.348684_g21282_i0
287	NODE_11851_length_1863_cov_250.889011_g575_i3
288	NODE_16805_length_1547_cov_663.686835_g10443_i0
289	NODE_26219_length_1105_cov_95.466102_g14612_i1
290	NODE_3444_length_2930_cov_148.313821_g2215_i0
291	NODE_41776_length_587_cov_62.126838_g26926_i0
292	NODE_10535_length_1964_cov_117.707444_g6642_i0
293	NODE_2217_length_3333_cov_539.010334_g728_i2
294	NODE_22727_length_1254_cov_563.640793_g13922_i0
295	NODE_25768_length_1123_cov_307.962963_g3349_i7
296	NODE_7590_length_2243_cov_152.022273_g4407_i1
297	NODE_8846_length_2111_cov_133.928917_g1014_i3
298	NODE_2876_length_3098_cov_255.340753_g1693_i1
299	NODE_2338_length_3280_cov_122.654310_g1509_i0
300	NODE_5263_length_2551_cov_347.935407_g923_i2
301	NODE_24337_length_1182_cov_166.111501_g9910_i1
302	NODE_25463_length_1136_cov_140.516926_g15553_i0
303	NODE_22204_length_1277_cov_1684.579417_g13631_i0
304	NODE_13783_length_1726_cov_625.685680_g8604_i0
305	NODE_10727_length_1949_cov_442.230850_g6759_i0
306	NODE_6281_length_2403_cov_124.213983_g2891_i2
307	NODE_28363_length_1021_cov_222.033742_g17279_i0
308	NODE_20201_length_1369_cov_166.055053_g12443_i0
309	NODE_3438_length_2932_cov_96.766701_g833_i2
310	NODE_2748_length_3134_cov_408.266904_g420_i3
311	NODE_5461_length_2519_cov_69.117124_g2253_i1
312	NODE_6955_length_2316_cov_112.876815_g4008_i1
313	NODE_35962_length_757_cov_30.134454_g22346_i0
314	NODE_15198_length_1637_cov_88.432246_g9465_i0
315	NODE_19699_length_1393_cov_74.057037_g2544_i1
316	NODE_19816_length_1388_cov_87.435688_g12208_i0
317	NODE_10010_length_2007_cov_86.096741_g5156_i1
318	NODE_3081_length_3037_cov_121.536740_g1813_i1
319	NODE_31162_length_918_cov_1028.158857_g17123_i2
320	NODE_31581_length_903_cov_1024.779070_g6769_i1
321	NODE_3753_length_2853_cov_162.403203_g2421_i0
322	NODE_6165_length_2419_cov_133.819444_g3952_i0
323	NODE_4141_length_2766_cov_94.739258_g2676_i0
324	NODE_12665_length_1802_cov_371.773735_g5675_i1
325	NODE_10550_length_1963_cov_55.380208_g2395_i2
326	NODE_28197_length_1027_cov_150.094512_g14505_i1
327	NODE_39865_length_641_cov_784.829431_g21238_i1
328	NODE_13154_length_1770_cov_498.313839_g758_i3
329	NODE_22391_length_1268_cov_171.208980_g13740_i0
330	NODE_20144_length_1372_cov_75.141460_g4767_i1
331	NODE_25627_length_1129_cov_284.162063_g15643_i0
332	NODE_19363_length_1410_cov_229.550110_g4957_i1
333	NODE_20055_length_1376_cov_153.721680_g12349_i0
334	NODE_20688_length_1344_cov_109.890085_g12724_i0
335	NODE_35779_length_762_cov_7341.207232_g22203_i0
336	NODE_15243_length_1635_cov_133.988693_g1125_i3
337	NODE_58517_length_281_cov_839.718487_g43307_i0
338	NODE_3480_length_2920_cov_250.985749_g2236_i0
339	NODE_617_length_4473_cov_247.023251_g323_i4
340	NODE_3997_length_2799_cov_87.386792_g2333_i1
341	NODE_50172_length_391_cov_3760.781609_g5485_i9
342	NODE_965_length_4062_cov_120.684499_g641_i0
343	NODE_36866_length_730_cov_230.315866_g18179_i2
344	NODE_7079_length_2302_cov_186.033201_g4524_i0
345	NODE_37208_length_720_cov_290.571640_g12903_i3
346	NODE_37985_length_696_cov_173.753446_g23867_i0
347	NODE_13140_length_1771_cov_189.304398_g8147_i1
348	NODE_10754_length_1947_cov_922.026786_g1742_i1
349	NODE_4228_length_2747_cov_90.843195_g1800_i1
350	NODE_1399_length_3744_cov_74.878141_g773_i1
351	NODE_35747_length_763_cov_447.293056_g17929_i4
352	NODE_6867_length_2326_cov_934.950942_g2884_i1
353	NODE_13690_length_1733_cov_456.508876_g8161_i1
354	NODE_9100_length_2089_cov_63.701857_g5773_i0
355	NODE_18020_length_1482_cov_243.159833_g11151_i0
356	NODE_13618_length_1738_cov_86.140413_g1752_i2
357	NODE_6847_length_2330_cov_633.261478_g3227_i3
358	NODE_2452_length_3236_cov_93.016286_g229_i3
359	NODE_15753_length_1606_cov_343.123480_g9375_i1
360	NODE_19407_length_1408_cov_240.016117_g7273_i3
361	NODE_25460_length_1136_cov_335.016468_g7598_i2
362	NODE_12020_length_1850_cov_405.564471_g5929_i1
363	NODE_21413_length_1312_cov_244.747045_g5710_i2
364	NODE_22176_length_1278_cov_263.652632_g11395_i1
365	NODE_24192_length_1188_cov_100.106550_g14770_i0
366	NODE_20274_length_1365_cov_209.993949_g12484_i0
367	NODE_22894_length_1246_cov_181.635079_g11868_i1
368	NODE_14609_length_1672_cov_70.600982_g9108_i0
369	NODE_18458_length_1458_cov_201.682686_g11397_i0
370	NODE_8185_length_2179_cov_190.963951_g5198_i0
371	NODE_693_length_4379_cov_181.517297_g423_i1
372	NODE_35782_length_762_cov_7337.961057_g22206_i0
373	NODE_10121_length_1997_cov_184.496929_g2181_i1
374	NODE_14337_length_1691_cov_106.907767_g5548_i1
375	NODE_27638_length_1051_cov_34.897817_g16835_i0
376	NODE_9837_length_2021_cov_103.192113_g5599_i1
377	NODE_32606_length_868_cov_117.711515_g19992_i0
378	NODE_14996_length_1648_cov_95.198131_g9167_i1
379	NODE_28537_length_1014_cov_325.299691_g1693_i2
380	NODE_7038_length_2306_cov_269.010605_g534_i6
381	NODE_6696_length_2351_cov_90.352253_g174_i1
382	NODE_27826_length_1043_cov_79.719000_g16963_i0
383	NODE_9638_length_2038_cov_551.046115_g6114_i0
384	NODE_35163_length_782_cov_449.262517_g21755_i0
385	NODE_25690_length_1126_cov_354.729455_g5834_i1
386	NODE_21466_length_1310_cov_104.674033_g4269_i1
387	NODE_36918_length_728_cov_467.334307_g23058_i0
388	NODE_14743_length_1663_cov_154.873457_g1743_i1
389	NODE_12021_length_1850_cov_403.951854_g5929_i2
390	NODE_20630_length_1347_cov_86.782975_g11696_i1
391	NODE_7568_length_2246_cov_123.885157_g4824_i0
392	NODE_20444_length_1357_cov_447.022070_g12578_i0
393	NODE_5590_length_2501_cov_347.655004_g3345_i1
394	NODE_5825_length_2466_cov_94.516715_g2986_i1
395	NODE_13764_length_1728_cov_251.687240_g8592_i0
396	NODE_2484_length_3222_cov_196.067631_g937_i3
397	NODE_22930_length_1244_cov_60.279767_g14029_i0
398	NODE_42525_length_567_cov_2210.866412_g27573_i0
399	NODE_1342_length_3780_cov_114.620016_g512_i1
400	NODE_29573_length_976_cov_131.889603_g18033_i0
401	NODE_6512_length_2375_cov_24782.429674_g58_i35
402	NODE_49646_length_401_cov_56.664804_g34443_i0
403	NODE_11380_length_1897_cov_452.269687_g7020_i1
404	NODE_19312_length_1413_cov_93.356934_g8719_i1
405	NODE_30707_length_933_cov_121.074157_g18758_i0
406	NODE_25791_length_1122_cov_360.633920_g15751_i0
407	NODE_24608_length_1172_cov_777.802480_g15025_i1
408	NODE_24189_length_1188_cov_229.838428_g14769_i0
409	NODE_37512_length_711_cov_326.094311_g23510_i0
410	NODE_13516_length_1745_cov_334.223267_g8450_i0
411	NODE_21296_length_1317_cov_164.600471_g13076_i0
412	NODE_5738_length_2478_cov_211.086242_g3689_i0
413	NODE_24607_length_1172_cov_783.990257_g15025_i0
414	NODE_30902_length_927_cov_586.846154_g9646_i1
415	NODE_22373_length_1269_cov_432.464111_g1435_i1
416	NODE_19216_length_1418_cov_273.572364_g11857_i0
417	NODE_30035_length_957_cov_256.610503_g4177_i6
418	NODE_39163_length_661_cov_194.300971_g19856_i1
419	NODE_41054_length_608_cov_113.392920_g26305_i0
420	NODE_6414_length_2386_cov_647.708067_g728_i3
421	NODE_23876_length_1202_cov_75.737705_g5888_i1
422	NODE_32481_length_872_cov_329.868516_g19910_i0
423	NODE_22588_length_1260_cov_2500.119145_g8415_i3
424	NODE_43728_length_536_cov_597.448276_g28671_i0
425	NODE_28515_length_1015_cov_364.655350_g8837_i2
426	NODE_21277_length_1318_cov_47.424314_g8062_i1
427	NODE_45347_length_496_cov_625.483444_g30198_i0
428	NODE_12231_length_1835_cov_119.165737_g4517_i1
429	NODE_23861_length_1203_cov_137.924138_g11111_i2
430	NODE_11426_length_1893_cov_109.215676_g7205_i0
431	NODE_43478_length_542_cov_78.811623_g28439_i0
432	NODE_98675_length_60_cov_416.893204_g83465_i0
433	NODE_33164_length_850_cov_40.237918_g20362_i0
434	NODE_10020_length_2006_cov_118.016811_g6330_i0
435	NODE_9313_length_2066_cov_80.955512_g2004_i1
436	NODE_11464_length_1890_cov_76.183541_g7230_i0
437	NODE_2915_length_3086_cov_21.122576_g1546_i1
438	NODE_11478_length_1889_cov_306.846154_g4348_i3
439	NODE_35951_length_757_cov_76.186275_g22336_i0
440	NODE_35139_length_783_cov_29.035135_g21735_i0
441	NODE_30433_length_942_cov_415.781980_g18593_i0
442	NODE_35169_length_782_cov_123.760487_g21759_i0
443	NODE_32402_length_875_cov_163.334135_g19855_i0
444	NODE_17236_length_1524_cov_109.777853_g2037_i3
445	NODE_34686_length_797_cov_151.814324_g21410_i0
446	NODE_2046_length_3404_cov_49.436775_g1322_i0
447	NODE_16755_length_1550_cov_354.116125_g1548_i3
448	NODE_26163_length_1107_cov_119.958647_g9812_i2
449	NODE_35372_length_775_cov_438.393443_g17929_i3
450	NODE_6405_length_2387_cov_33.607509_g4108_i0
451	NODE_39757_length_644_cov_147.076539_g25246_i0
452	NODE_30965_length_925_cov_94.359410_g17866_i1
453	NODE_26717_length_1086_cov_114.691275_g9335_i1
454	NODE_19664_length_1395_cov_56.426775_g11126_i1
455	NODE_9156_length_2081_cov_101.755643_g2129_i1
456	NODE_20610_length_1348_cov_120.249808_g11543_i1
457	NODE_36351_length_745_cov_300.763533_g22624_i0
458	NODE_10872_length_1937_cov_135.194298_g5703_i1
459	NODE_18455_length_1458_cov_394.703180_g10222_i1
460	NODE_16502_length_1564_cov_142.228139_g2626_i6
461	NODE_44778_length_510_cov_195.732334_g29649_i0
462	NODE_24336_length_1182_cov_237.718174_g3489_i2
463	NODE_9430_length_2055_cov_74.358350_g5987_i0
464	NODE_11341_length_1900_cov_197.133549_g5894_i1
465	NODE_25221_length_1146_cov_276.533092_g15404_i0
466	NODE_49119_length_411_cov_1253.067935_g33917_i0
467	NODE_21882_length_1292_cov_88.131305_g13432_i0
468	NODE_38581_length_679_cov_2095.724843_g38_i10
469	NODE_9037_length_2094_cov_131.990736_g2283_i2
470	NODE_36415_length_743_cov_107.904286_g22674_i0
471	NODE_9292_length_2068_cov_191.368889_g5894_i0
472	NODE_16377_length_1570_cov_522.677145_g3227_i5
473	NODE_28091_length_1032_cov_161.985844_g17124_i0
474	NODE_27669_length_1049_cov_377.633201_g13862_i3
475	NODE_4385_length_2714_cov_145.402845_g2830_i0
476	NODE_13384_length_1754_cov_64.018118_g8364_i0
477	NODE_26661_length_1088_cov_55.876555_g9850_i1
478	NODE_33070_length_853_cov_1254.286420_g10539_i2
479	NODE_28418_length_1019_cov_155.663934_g15941_i1
480	NODE_9569_length_2044_cov_183.297851_g6067_i0
481	NODE_3084_length_3036_cov_498.268627_g400_i3
482	NODE_16321_length_1573_cov_128.397386_g8799_i1
483	NODE_24483_length_1176_cov_564.308032_g9399_i1
484	NODE_40244_length_631_cov_6155.095238_g15463_i4
485	NODE_23790_length_1207_cov_106.941581_g5107_i2
486	NODE_27546_length_1054_cov_75.775470_g16783_i0
